ID;status;uczen;lekcja
0003997;obecny;030;000135
0003998;spozniony;048;000135
0003999;spozniony;051;000135
0004000;obecny;058;000135
0004001;nieobecny;065;000135
0004002;spozniony;075;000135
0004003;nieobecny;079;000135
0004004;obecny;102;000135
0004005;nieobecny;140;000135
0004006;spozniony;150;000135
0004007;nieobecny;152;000135
0004008;nieobecny;169;000135
0004009;obecny;184;000135
0004010;nieobecny;185;000135
0004011;obecny;192;000135
0004012;obecny;230;000135
0004013;spozniony;234;000135
0004014;nieobecny;236;000135
0004015;nieobecny;251;000135
0004016;obecny;269;000135
0004017;obecny;301;000135
0004018;obecny;330;000135
0004019;spozniony;341;000135
0004020;spozniony;365;000135
0004021;nieobecny;391;000135
0004022;spozniony;402;000135
0004023;obecny;434;000135
0004024;spozniony;437;000135
0004025;obecny;439;000135
0004026;obecny;447;000135
0004027;spozniony;456;000135
0004028;spozniony;479;000135
0004029;spozniony;002;000136
0004030;spozniony;008;000136
0004031;nieobecny;018;000136
0004032;obecny;022;000136
0004033;obecny;034;000136
0004034;spozniony;044;000136
0004035;nieobecny;050;000136
0004036;nieobecny;069;000136
0004037;nieobecny;081;000136
0004038;obecny;113;000136
0004039;nieobecny;118;000136
0004040;nieobecny;125;000136
0004041;obecny;126;000136
0004042;nieobecny;128;000136
0004043;obecny;131;000136
0004044;obecny;133;000136
0004045;nieobecny;189;000136
0004046;nieobecny;204;000136
0004047;nieobecny;224;000136
0004048;obecny;227;000136
0004049;nieobecny;257;000136
0004050;obecny;260;000136
0004051;spozniony;298;000136
0004052;nieobecny;310;000136
0004053;obecny;321;000136
0004054;nieobecny;380;000136
0004055;nieobecny;385;000136
0004056;obecny;396;000136
0004057;obecny;419;000136
0004058;nieobecny;423;000136
0004059;nieobecny;464;000136
0004060;nieobecny;477;000136
0004061;obecny;039;000137
0004062;obecny;040;000137
0004063;nieobecny;054;000137
0004064;spozniony;055;000137
0004065;spozniony;067;000137
0004066;spozniony;083;000137
0004067;nieobecny;101;000137
0004068;nieobecny;106;000137
0004069;spozniony;145;000137
0004070;obecny;155;000137
0004071;spozniony;156;000137
0004072;nieobecny;200;000137
0004073;spozniony;207;000137
0004074;obecny;256;000137
0004075;spozniony;267;000137
0004076;spozniony;288;000137
0004077;obecny;295;000137
0004078;spozniony;364;000137
0004079;nieobecny;382;000137
0004080;nieobecny;392;000137
0004081;obecny;429;000137
0004082;obecny;430;000137
0004083;spozniony;448;000137
0004084;obecny;475;000137
0004085;spozniony;027;000138
0004086;spozniony;047;000138
0004087;obecny;091;000138
0004088;obecny;107;000138
0004089;spozniony;109;000138
0004090;obecny;123;000138
0004091;nieobecny;182;000138
0004092;obecny;220;000138
0004093;nieobecny;252;000138
0004094;obecny;276;000138
0004095;obecny;292;000138
0004096;spozniony;305;000138
0004097;obecny;306;000138
0004098;spozniony;344;000138
0004099;nieobecny;346;000138
0004100;obecny;361;000138
0004101;nieobecny;362;000138
0004102;spozniony;376;000138
0004103;nieobecny;381;000138
0004104;obecny;386;000138
0004105;nieobecny;452;000138
0004106;nieobecny;011;000139
0004107;nieobecny;017;000139
0004108;obecny;020;000139
0004109;obecny;037;000139
0004110;nieobecny;038;000139
0004111;spozniony;043;000139
0004112;spozniony;077;000139
0004113;obecny;086;000139
0004114;nieobecny;087;000139
0004115;obecny;112;000139
0004116;nieobecny;134;000139
0004117;nieobecny;146;000139
0004118;spozniony;158;000139
0004119;obecny;161;000139
0004120;nieobecny;167;000139
0004121;spozniony;170;000139
0004122;obecny;176;000139
0004123;obecny;183;000139
0004124;nieobecny;228;000139
0004125;obecny;244;000139
0004126;obecny;266;000139
0004127;nieobecny;274;000139
0004128;obecny;297;000139
0004129;spozniony;302;000139
0004130;spozniony;304;000139
0004131;spozniony;322;000139
0004132;spozniony;340;000139
0004133;spozniony;347;000139
0004134;obecny;349;000139
0004135;spozniony;350;000139
0004136;obecny;360;000139
0004137;nieobecny;369;000139
0004138;spozniony;384;000139
0004139;obecny;412;000139
0004140;spozniony;425;000139
0004141;spozniony;428;000139
0004142;nieobecny;432;000139
0004143;spozniony;435;000139
0004144;nieobecny;445;000139
0004145;nieobecny;467;000139
0004146;spozniony;473;000139
0004147;spozniony;023;000140
0004148;nieobecny;032;000140
0004149;nieobecny;061;000140
0004150;nieobecny;064;000140
0004151;obecny;072;000140
0004152;spozniony;093;000140
0004153;nieobecny;162;000140
0004154;obecny;193;000140
0004155;nieobecny;194;000140
0004156;nieobecny;212;000140
0004157;spozniony;219;000140
0004158;obecny;222;000140
0004159;spozniony;229;000140
0004160;spozniony;232;000140
0004161;spozniony;242;000140
0004162;nieobecny;261;000140
0004163;nieobecny;271;000140
0004164;obecny;278;000140
0004165;nieobecny;300;000140
0004166;obecny;318;000140
0004167;obecny;335;000140
0004168;spozniony;355;000140
0004169;obecny;363;000140
0004170;nieobecny;377;000140
0004171;obecny;383;000140
0004172;spozniony;390;000140
0004173;nieobecny;406;000140
0004174;spozniony;431;000140
0004175;spozniony;003;000141
0004176;spozniony;007;000141
0004177;nieobecny;021;000141
0004178;spozniony;028;000141
0004179;nieobecny;030;000141
0004180;spozniony;048;000141
0004181;obecny;051;000141
0004182;obecny;058;000141
0004183;nieobecny;065;000141
0004184;nieobecny;075;000141
0004185;obecny;079;000141
0004186;nieobecny;102;000141
0004187;obecny;140;000141
0004188;nieobecny;150;000141
0004189;obecny;152;000141
0004190;obecny;169;000141
0004191;obecny;184;000141
0004192;obecny;185;000141
0004193;nieobecny;192;000141
0004194;nieobecny;230;000141
0004195;spozniony;234;000141
0004196;nieobecny;236;000141
0004197;obecny;251;000141
0004198;nieobecny;269;000141
0004199;nieobecny;301;000141
0004200;obecny;330;000141
0004201;spozniony;341;000141
0004202;obecny;365;000141
0004203;obecny;391;000141
0004204;nieobecny;402;000141
0004205;nieobecny;434;000141
0004206;spozniony;437;000141
0004207;spozniony;439;000141
0004208;nieobecny;447;000141
0004209;spozniony;456;000141
0004210;obecny;479;000141
0004211;obecny;023;000142
0004212;spozniony;032;000142
0004213;nieobecny;061;000142
0004214;spozniony;064;000142
0004215;nieobecny;072;000142
0004216;obecny;093;000142
0004217;nieobecny;162;000142
0004218;obecny;193;000142
0004219;spozniony;194;000142
0004220;obecny;212;000142
0004221;nieobecny;219;000142
0004222;nieobecny;222;000142
0004223;obecny;229;000142
0004224;obecny;232;000142
0004225;obecny;242;000142
0004226;nieobecny;261;000142
0004227;spozniony;271;000142
0004228;nieobecny;278;000142
0004229;spozniony;300;000142
0004230;nieobecny;318;000142
0004231;obecny;335;000142
0004232;nieobecny;355;000142
0004233;spozniony;363;000142
0004234;spozniony;377;000142
0004235;spozniony;383;000142
0004236;spozniony;390;000142
0004237;obecny;406;000142
0004238;nieobecny;431;000142
0004239;nieobecny;026;000143
0004240;nieobecny;036;000143
0004241;obecny;070;000143
0004242;spozniony;082;000143
0004243;spozniony;099;000143
0004244;nieobecny;105;000143
0004245;nieobecny;108;000143
0004246;obecny;119;000143
0004247;spozniony;136;000143
0004248;obecny;138;000143
0004249;spozniony;198;000143
0004250;spozniony;214;000143
0004251;obecny;231;000143
0004252;nieobecny;233;000143
0004253;nieobecny;240;000143
0004254;spozniony;243;000143
0004255;spozniony;250;000143
0004256;obecny;268;000143
0004257;nieobecny;280;000143
0004258;nieobecny;309;000143
0004259;nieobecny;316;000143
0004260;spozniony;336;000143
0004261;spozniony;359;000143
0004262;spozniony;408;000143
0004263;nieobecny;411;000143
0004264;nieobecny;413;000143
0004265;spozniony;457;000143
0004266;obecny;042;000144
0004267;obecny;046;000144
0004268;nieobecny;060;000144
0004269;obecny;078;000144
0004270;spozniony;116;000144
0004271;spozniony;141;000144
0004272;obecny;143;000144
0004273;spozniony;157;000144
0004274;spozniony;160;000144
0004275;obecny;186;000144
0004276;nieobecny;188;000144
0004277;nieobecny;197;000144
0004278;spozniony;206;000144
0004279;obecny;211;000144
0004280;nieobecny;213;000144
0004281;spozniony;241;000144
0004282;spozniony;255;000144
0004283;spozniony;259;000144
0004284;nieobecny;264;000144
0004285;obecny;270;000144
0004286;obecny;284;000144
0004287;obecny;287;000144
0004288;nieobecny;293;000144
0004289;nieobecny;311;000144
0004290;spozniony;324;000144
0004291;spozniony;329;000144
0004292;obecny;394;000144
0004293;obecny;398;000144
0004294;obecny;399;000144
0004295;nieobecny;427;000144
0004296;spozniony;433;000144
0004297;obecny;454;000144
0004298;nieobecny;462;000144
0004299;nieobecny;011;000145
0004300;nieobecny;017;000145
0004301;obecny;020;000145
0004302;nieobecny;037;000145
0004303;nieobecny;038;000145
0004304;obecny;043;000145
0004305;obecny;077;000145
0004306;obecny;086;000145
0004307;obecny;087;000145
0004308;spozniony;112;000145
0004309;obecny;134;000145
0004310;spozniony;146;000145
0004311;nieobecny;158;000145
0004312;obecny;161;000145
0004313;obecny;167;000145
0004314;nieobecny;170;000145
0004315;obecny;176;000145
0004316;nieobecny;183;000145
0004317;obecny;228;000145
0004318;spozniony;244;000145
0004319;obecny;266;000145
0004320;obecny;274;000145
0004321;spozniony;297;000145
0004322;obecny;302;000145
0004323;obecny;304;000145
0004324;spozniony;322;000145
0004325;spozniony;340;000145
0004326;obecny;347;000145
0004327;spozniony;349;000145
0004328;spozniony;350;000145
0004329;spozniony;360;000145
0004330;obecny;369;000145
0004331;nieobecny;384;000145
0004332;obecny;412;000145
0004333;nieobecny;425;000145
0004334;obecny;428;000145
0004335;spozniony;432;000145
0004336;nieobecny;435;000145
0004337;spozniony;445;000145
0004338;spozniony;467;000145
0004339;spozniony;473;000145
0004340;spozniony;004;000146
0004341;obecny;029;000146
0004342;nieobecny;066;000146
0004343;spozniony;085;000146
0004344;nieobecny;117;000146
0004345;spozniony;121;000146
0004346;spozniony;122;000146
0004347;obecny;154;000146
0004348;nieobecny;164;000146
0004349;spozniony;177;000146
0004350;spozniony;180;000146
0004351;obecny;195;000146
0004352;spozniony;199;000146
0004353;obecny;205;000146
0004354;spozniony;209;000146
0004355;nieobecny;210;000146
0004356;spozniony;218;000146
0004357;obecny;221;000146
0004358;obecny;289;000146
0004359;obecny;296;000146
0004360;spozniony;313;000146
0004361;obecny;314;000146
0004362;obecny;366;000146
0004363;obecny;395;000146
0004364;obecny;403;000146
0004365;spozniony;405;000146
0004366;nieobecny;415;000146
0004367;spozniony;424;000146
0004368;obecny;426;000146
0004369;nieobecny;441;000146
0004370;nieobecny;444;000146
0004371;spozniony;460;000146
0004372;obecny;466;000146
0004373;nieobecny;470;000146
0004374;obecny;009;000147
0004375;spozniony;025;000147
0004376;obecny;057;000147
0004377;nieobecny;071;000147
0004378;spozniony;073;000147
0004379;obecny;084;000147
0004380;spozniony;094;000147
0004381;nieobecny;097;000147
0004382;nieobecny;103;000147
0004383;spozniony;124;000147
0004384;spozniony;135;000147
0004385;obecny;139;000147
0004386;spozniony;166;000147
0004387;obecny;173;000147
0004388;spozniony;196;000147
0004389;nieobecny;216;000147
0004390;obecny;254;000147
0004391;obecny;282;000147
0004392;obecny;291;000147
0004393;obecny;331;000147
0004394;spozniony;338;000147
0004395;obecny;367;000147
0004396;nieobecny;368;000147
0004397;nieobecny;373;000147
0004398;obecny;387;000147
0004399;nieobecny;416;000147
0004400;spozniony;438;000147
0004401;spozniony;440;000147
0004402;spozniony;453;000147
0004403;nieobecny;465;000147
0004404;spozniony;469;000147
0004405;spozniony;039;000148
0004406;nieobecny;040;000148
0004407;nieobecny;054;000148
0004408;nieobecny;055;000148
0004409;obecny;067;000148
0004410;obecny;083;000148
0004411;nieobecny;101;000148
0004412;obecny;106;000148
0004413;spozniony;145;000148
0004414;obecny;155;000148
0004415;nieobecny;156;000148
0004416;spozniony;200;000148
0004417;nieobecny;207;000148
0004418;obecny;256;000148
0004419;spozniony;267;000148
0004420;obecny;288;000148
0004421;nieobecny;295;000148
0004422;nieobecny;364;000148
0004423;obecny;382;000148
0004424;obecny;392;000148
0004425;obecny;429;000148
0004426;nieobecny;430;000148
0004427;nieobecny;448;000148
0004428;nieobecny;475;000148
0004429;obecny;026;000149
0004430;spozniony;036;000149
0004431;nieobecny;070;000149
0004432;spozniony;082;000149
0004433;spozniony;099;000149
0004434;spozniony;105;000149
0004435;spozniony;108;000149
0004436;obecny;119;000149
0004437;spozniony;136;000149
0004438;spozniony;138;000149
0004439;obecny;198;000149
0004440;nieobecny;214;000149
0004441;nieobecny;231;000149
0004442;spozniony;233;000149
0004443;spozniony;240;000149
0004444;obecny;243;000149
0004445;obecny;250;000149
0004446;obecny;268;000149
0004447;spozniony;280;000149
0004448;obecny;309;000149
0004449;nieobecny;316;000149
0004450;nieobecny;336;000149
0004451;obecny;359;000149
0004452;obecny;408;000149
0004453;nieobecny;411;000149
0004454;spozniony;413;000149
0004455;spozniony;457;000149
0004456;obecny;006;000150
0004457;spozniony;015;000150
0004458;nieobecny;016;000150
0004459;obecny;024;000150
0004460;nieobecny;031;000150
0004461;spozniony;049;000150
0004462;obecny;068;000150
0004463;obecny;088;000150
0004464;nieobecny;089;000150
0004465;nieobecny;110;000150
0004466;nieobecny;142;000150
0004467;spozniony;165;000150
0004468;spozniony;174;000150
0004469;nieobecny;178;000150
0004470;obecny;201;000150
0004471;spozniony;223;000150
0004472;nieobecny;235;000150
0004473;spozniony;237;000150
0004474;spozniony;253;000150
0004475;obecny;272;000150
0004476;nieobecny;281;000150
0004477;obecny;286;000150
0004478;obecny;327;000150
0004479;nieobecny;352;000150
0004480;obecny;371;000150
0004481;spozniony;401;000150
0004482;spozniony;410;000150
0004483;obecny;414;000150
0004484;nieobecny;455;000150
0004485;spozniony;459;000150
0004486;obecny;468;000150
0004487;spozniony;001;000151
0004488;spozniony;012;000151
0004489;obecny;041;000151
0004490;nieobecny;056;000151
0004491;nieobecny;063;000151
0004492;nieobecny;090;000151
0004493;obecny;092;000151
0004494;obecny;098;000151
0004495;obecny;148;000151
0004496;spozniony;149;000151
0004497;obecny;171;000151
0004498;spozniony;181;000151
0004499;spozniony;245;000151
0004500;obecny;247;000151
0004501;obecny;258;000151
0004502;obecny;303;000151
0004503;spozniony;320;000151
0004504;nieobecny;323;000151
0004505;nieobecny;345;000151
0004506;spozniony;356;000151
0004507;obecny;357;000151
0004508;nieobecny;409;000151
0004509;spozniony;417;000151
0004510;nieobecny;418;000151
0004511;spozniony;422;000151
0004512;nieobecny;436;000151
0004513;spozniony;026;000152
0004514;nieobecny;036;000152
0004515;spozniony;070;000152
0004516;nieobecny;082;000152
0004517;spozniony;099;000152
0004518;spozniony;105;000152
0004519;obecny;108;000152
0004520;obecny;119;000152
0004521;nieobecny;136;000152
0004522;nieobecny;138;000152
0004523;obecny;198;000152
0004524;obecny;214;000152
0004525;obecny;231;000152
0004526;spozniony;233;000152
0004527;nieobecny;240;000152
0004528;obecny;243;000152
0004529;spozniony;250;000152
0004530;nieobecny;268;000152
0004531;nieobecny;280;000152
0004532;nieobecny;309;000152
0004533;obecny;316;000152
0004534;obecny;336;000152
0004535;obecny;359;000152
0004536;nieobecny;408;000152
0004537;obecny;411;000152
0004538;spozniony;413;000152
0004539;obecny;457;000152
0004540;nieobecny;023;000153
0004541;obecny;032;000153
0004542;obecny;061;000153
0004543;nieobecny;064;000153
0004544;nieobecny;072;000153
0004545;spozniony;093;000153
0004546;nieobecny;162;000153
0004547;spozniony;193;000153
0004548;spozniony;194;000153
0004549;nieobecny;212;000153
0004550;obecny;219;000153
0004551;spozniony;222;000153
0004552;spozniony;229;000153
0004553;nieobecny;232;000153
0004554;nieobecny;242;000153
0004555;obecny;261;000153
0004556;nieobecny;271;000153
0004557;obecny;278;000153
0004558;obecny;300;000153
0004559;nieobecny;318;000153
0004560;spozniony;335;000153
0004561;obecny;355;000153
0004562;obecny;363;000153
0004563;spozniony;377;000153
0004564;nieobecny;383;000153
0004565;nieobecny;390;000153
0004566;obecny;406;000153
0004567;obecny;431;000153
0004568;nieobecny;045;000154
0004569;nieobecny;059;000154
0004570;spozniony;062;000154
0004571;obecny;076;000154
0004572;nieobecny;095;000154
0004573;nieobecny;096;000154
0004574;obecny;104;000154
0004575;nieobecny;115;000154
0004576;obecny;120;000154
0004577;nieobecny;130;000154
0004578;obecny;137;000154
0004579;obecny;159;000154
0004580;obecny;175;000154
0004581;spozniony;190;000154
0004582;nieobecny;191;000154
0004583;obecny;225;000154
0004584;obecny;238;000154
0004585;spozniony;248;000154
0004586;spozniony;263;000154
0004587;spozniony;283;000154
0004588;obecny;307;000154
0004589;spozniony;312;000154
0004590;nieobecny;317;000154
0004591;nieobecny;319;000154
0004592;nieobecny;326;000154
0004593;nieobecny;328;000154
0004594;nieobecny;334;000154
0004595;nieobecny;339;000154
0004596;nieobecny;353;000154
0004597;spozniony;370;000154
0004598;spozniony;421;000154
0004599;obecny;449;000154
0004600;spozniony;451;000154
0004601;spozniony;458;000154
0004602;spozniony;461;000154
0004603;nieobecny;474;000154
0004604;obecny;480;000154
0004605;spozniony;011;000155
0004606;nieobecny;017;000155
0004607;obecny;020;000155
0004608;spozniony;037;000155
0004609;spozniony;038;000155
0004610;nieobecny;043;000155
0004611;spozniony;077;000155
0004612;spozniony;086;000155
0004613;spozniony;087;000155
0004614;obecny;112;000155
0004615;nieobecny;134;000155
0004616;nieobecny;146;000155
0004617;nieobecny;158;000155
0004618;obecny;161;000155
0004619;spozniony;167;000155
0004620;spozniony;170;000155
0004621;obecny;176;000155
0004622;obecny;183;000155
0004623;nieobecny;228;000155
0004624;nieobecny;244;000155
0004625;nieobecny;266;000155
0004626;obecny;274;000155
0004627;nieobecny;297;000155
0004628;obecny;302;000155
0004629;nieobecny;304;000155
0004630;obecny;322;000155
0004631;obecny;340;000155
0004632;obecny;347;000155
0004633;obecny;349;000155
0004634;obecny;350;000155
0004635;spozniony;360;000155
0004636;obecny;369;000155
0004637;spozniony;384;000155
0004638;spozniony;412;000155
0004639;obecny;425;000155
0004640;spozniony;428;000155
0004641;spozniony;432;000155
0004642;spozniony;435;000155
0004643;obecny;445;000155
0004644;spozniony;467;000155
0004645;spozniony;473;000155
0004646;nieobecny;039;000156
0004647;spozniony;040;000156
0004648;nieobecny;054;000156
0004649;spozniony;055;000156
0004650;spozniony;067;000156
0004651;obecny;083;000156
0004652;spozniony;101;000156
0004653;obecny;106;000156
0004654;obecny;145;000156
0004655;obecny;155;000156
0004656;nieobecny;156;000156
0004657;nieobecny;200;000156
0004658;spozniony;207;000156
0004659;obecny;256;000156
0004660;spozniony;267;000156
0004661;spozniony;288;000156
0004662;spozniony;295;000156
0004663;spozniony;364;000156
0004664;nieobecny;382;000156
0004665;obecny;392;000156
0004666;spozniony;429;000156
0004667;obecny;430;000156
0004668;nieobecny;448;000156
0004669;nieobecny;475;000156
0004670;obecny;011;000157
0004671;spozniony;017;000157
0004672;spozniony;020;000157
0004673;nieobecny;037;000157
0004674;nieobecny;038;000157
0004675;obecny;043;000157
0004676;nieobecny;077;000157
0004677;obecny;086;000157
0004678;spozniony;087;000157
0004679;spozniony;112;000157
0004680;nieobecny;134;000157
0004681;nieobecny;146;000157
0004682;spozniony;158;000157
0004683;spozniony;161;000157
0004684;nieobecny;167;000157
0004685;spozniony;170;000157
0004686;spozniony;176;000157
0004687;obecny;183;000157
0004688;spozniony;228;000157
0004689;obecny;244;000157
0004690;obecny;266;000157
0004691;spozniony;274;000157
0004692;spozniony;297;000157
0004693;nieobecny;302;000157
0004694;obecny;304;000157
0004695;spozniony;322;000157
0004696;nieobecny;340;000157
0004697;obecny;347;000157
0004698;obecny;349;000157
0004699;nieobecny;350;000157
0004700;obecny;360;000157
0004701;spozniony;369;000157
0004702;nieobecny;384;000157
0004703;nieobecny;412;000157
0004704;obecny;425;000157
0004705;obecny;428;000157
0004706;obecny;432;000157
0004707;obecny;435;000157
0004708;obecny;445;000157
0004709;nieobecny;467;000157
0004710;nieobecny;473;000157
0004711;obecny;005;000158
0004712;obecny;033;000158
0004713;spozniony;074;000158
0004714;spozniony;080;000158
0004715;nieobecny;129;000158
0004716;obecny;153;000158
0004717;obecny;172;000158
0004718;obecny;179;000158
0004719;spozniony;208;000158
0004720;spozniony;285;000158
0004721;nieobecny;290;000158
0004722;nieobecny;294;000158
0004723;nieobecny;343;000158
0004724;nieobecny;351;000158
0004725;nieobecny;375;000158
0004726;obecny;389;000158
0004727;spozniony;397;000158
0004728;obecny;420;000158
0004729;spozniony;443;000158
0004730;nieobecny;005;000159
0004731;nieobecny;033;000159
0004732;spozniony;074;000159
0004733;spozniony;080;000159
0004734;nieobecny;129;000159
0004735;spozniony;153;000159
0004736;spozniony;172;000159
0004737;obecny;179;000159
0004738;obecny;208;000159
0004739;nieobecny;285;000159
0004740;obecny;290;000159
0004741;spozniony;294;000159
0004742;obecny;343;000159
0004743;nieobecny;351;000159
0004744;spozniony;375;000159
0004745;spozniony;389;000159
0004746;spozniony;397;000159
0004747;nieobecny;420;000159
0004748;nieobecny;443;000159
0004749;spozniony;005;000160
0004750;obecny;033;000160
0004751;obecny;074;000160
0004752;nieobecny;080;000160
0004753;nieobecny;129;000160
0004754;nieobecny;153;000160
0004755;spozniony;172;000160
0004756;spozniony;179;000160
0004757;spozniony;208;000160
0004758;spozniony;285;000160
0004759;nieobecny;290;000160
0004760;spozniony;294;000160
0004761;spozniony;343;000160
0004762;obecny;351;000160
0004763;obecny;375;000160
0004764;spozniony;389;000160
0004765;nieobecny;397;000160
0004766;spozniony;420;000160
0004767;spozniony;443;000160
