ID;stopien;waga;opis;data;uczen;nauczyciel;przedmiot
001472;ndst;0;Brak_opisu;2020-05-19 00:00:00;46;028;j.niemiecki
001473;bdb;1;Brak_opisu;2020-12-08 00:00:00;193;013;fizyka
001474;dop;8;Brak_opisu;2020-01-03 00:00:00;476;086;WOS
001475;dst;7;Brak_opisu;2020-08-14 00:00:00;9;037;j.polski
001476;db;9;Brak_opisu;2020-08-12 00:00:00;97;013;fizyka
001477;dop;5;Brak_opisu;2020-02-24 00:00:00;390;022;historia
001478;dop;0;Brak_opisu;2020-03-01 00:00:00;94;037;j.polski
001479;dop;2;Brak_opisu;2020-09-28 00:00:00;27;087;j.angielski
001480;bdb;0;Brak_opisu;2020-05-14 00:00:00;376;024;j.polski
001481;bdb;5;Brak_opisu;2020-08-26 00:00:00;417;069;matematyka
001482;brak;4;Brak_opisu;2020-05-13 00:00:00;296;069;matematyka
001483;brak;3;Brak_opisu;2020-01-19 00:00:00;182;093;j.angielski
001484;bdb;5;Brak_opisu;2020-02-20 00:00:00;317;045;j.angielski
001485;bdb;7;Brak_opisu;2020-04-01 00:00:00;42;021;geografia
001486;brak;3;Brak_opisu;2020-01-19 00:00:00;18;085;wf
001487;dop;0;Brak_opisu;2020-11-28 00:00:00;178;039;fizyka
001488;db;3;Brak_opisu;2020-10-15 00:00:00;111;048;j.angielski
001489;db;2;Brak_opisu;2020-01-28 00:00:00;241;040;matematyka
001490;cel;1;Brak_opisu;2020-08-03 00:00:00;224;069;matematyka
001491;db;5;Brak_opisu;2020-12-22 00:00:00;220;060;j.angielski
001492;ndst;2;Brak_opisu;2020-07-28 00:00:00;304;007;wf
001493;bdb;5;Brak_opisu;2020-10-09 00:00:00;164;015;j.polski
001494;cel;0;Brak_opisu;2020-06-14 00:00:00;73;008;geografia
001495;dst;2;Brak_opisu;2020-09-04 00:00:00;188;068;geografia
001496;dst;8;Brak_opisu;2020-11-09 00:00:00;461;018;fizyka
001497;dst;2;Brak_opisu;2020-10-13 00:00:00;358;017;historia
001498;ndst;5;Brak_opisu;2020-08-17 00:00:00;212;059;fizyka
001499;cel;9;Brak_opisu;2020-01-06 00:00:00;186;020;WOS
001500;dst;8;Brak_opisu;2020-03-10 00:00:00;57;066;j.angielski
001501;dop;5;Brak_opisu;2020-06-19 00:00:00;357;005;j.niemiecki
001502;cel;4;Brak_opisu;2020-11-15 00:00:00;47;031;chemia
001503;cel;2;Brak_opisu;2020-01-17 00:00:00;320;073;fizyka
001504;bdb;3;Brak_opisu;2020-03-13 00:00:00;248;029;WOS
001505;db;0;Brak_opisu;2020-04-12 00:00:00;18;063;j.niemiecki
001506;brak;6;Brak_opisu;2020-05-27 00:00:00;70;059;fizyka
001507;dop;9;Brak_opisu;2020-02-12 00:00:00;239;045;j.angielski
001508;cel;5;Brak_opisu;2020-08-11 00:00:00;44;018;fizyka
001509;bdb;5;Brak_opisu;2020-07-25 00:00:00;355;044;j.polski
001510;bdb;5;Brak_opisu;2020-06-15 00:00:00;399;068;geografia
001511;brak;9;Brak_opisu;2020-01-14 00:00:00;8;052;j.niemiecki
001512;brak;6;Brak_opisu;2020-07-26 00:00:00;460;090;matematyka
001513;brak;7;Brak_opisu;2020-08-24 00:00:00;420;066;j.angielski
001514;brak;0;Brak_opisu;2020-10-16 00:00:00;370;007;wf
001515;brak;1;Brak_opisu;2020-05-25 00:00:00;36;049;chemia
001516;cel;5;Brak_opisu;2020-11-15 00:00:00;148;073;fizyka
001517;cel;6;Brak_opisu;2020-08-24 00:00:00;277;046;j.niemiecki
001518;dop;3;Brak_opisu;2020-06-16 00:00:00;266;015;j.polski
001519;bdb;5;Brak_opisu;2020-03-01 00:00:00;205;078;geografia
001520;ndst;6;Brak_opisu;2020-07-13 00:00:00;294;067;fizyka
001521;db;6;Brak_opisu;2020-08-24 00:00:00;60;020;WOS
001522;db;5;Brak_opisu;2020-08-10 00:00:00;316;030;j.polski
001523;ndst;8;Brak_opisu;2020-01-06 00:00:00;109;064;j.polski
001524;ndst;4;Brak_opisu;2020-07-21 00:00:00;397;045;j.angielski
001525;bdb;1;Brak_opisu;2020-07-28 00:00:00;329;075;j.polski
001526;brak;8;Brak_opisu;2020-10-07 00:00:00;420;079;j.niemiecki
001527;bdb;7;Brak_opisu;2020-10-05 00:00:00;78;096;biologia
001528;ndst;3;Brak_opisu;2020-05-21 00:00:00;139;065;biologia
001529;dst;6;Brak_opisu;2020-02-25 00:00:00;275;042;matematyka
001530;dst;7;Brak_opisu;2020-11-05 00:00:00;71;089;j.angielski
001531;db;2;Brak_opisu;2020-09-26 00:00:00;266;046;j.niemiecki
001532;ndst;4;Brak_opisu;2020-09-09 00:00:00;434;053;fizyka
001533;brak;7;Brak_opisu;2020-04-16 00:00:00;41;097;historia
001534;brak;2;Brak_opisu;2020-04-03 00:00:00;355;001;matematyka
001535;bdb;6;Brak_opisu;2020-06-17 00:00:00;224;057;historia
001536;dop;2;Brak_opisu;2020-08-10 00:00:00;165;039;fizyka
001537;dop;8;Brak_opisu;2020-07-07 00:00:00;431;042;matematyka
001538;cel;3;Brak_opisu;2020-07-14 00:00:00;79;093;j.angielski
001539;dst;1;Brak_opisu;2020-06-21 00:00:00;139;029;WOS
001540;dst;2;Brak_opisu;2020-11-06 00:00:00;47;054;biologia
001541;bdb;3;Brak_opisu;2020-09-20 00:00:00;462;002;biologia
001542;db;6;Brak_opisu;2020-07-17 00:00:00;172;036;chemia
001543;db;6;Brak_opisu;2020-05-17 00:00:00;258;062;matematyka
001544;db;6;Brak_opisu;2020-06-26 00:00:00;49;047;geografia
001545;dop;2;Brak_opisu;2020-03-10 00:00:00;399;053;fizyka
001546;dst;5;Brak_opisu;2020-03-28 00:00:00;465;048;j.angielski
001547;cel;4;Brak_opisu;2020-03-14 00:00:00;352;073;fizyka
001548;ndst;8;Brak_opisu;2020-11-23 00:00:00;284;100;WOS
001549;brak;0;Brak_opisu;2020-10-02 00:00:00;59;070;wf
001550;brak;7;Brak_opisu;2020-04-23 00:00:00;92;012;geografia
001551;dst;0;Brak_opisu;2020-11-01 00:00:00;93;019;j.angielski
001552;dop;0;Brak_opisu;2020-05-22 00:00:00;29;078;geografia
001553;dst;6;Brak_opisu;2020-08-18 00:00:00;391;056;j.polski
001554;ndst;4;Brak_opisu;2020-07-28 00:00:00;36;081;chemia
001555;brak;6;Brak_opisu;2020-07-18 00:00:00;444;092;WOS
001556;db;7;Brak_opisu;2020-03-07 00:00:00;341;033;j.niemiecki
001557;brak;8;Brak_opisu;2020-03-06 00:00:00;37;093;j.angielski
001558;ndst;5;Brak_opisu;2020-02-28 00:00:00;214;031;chemia
001559;dst;5;Brak_opisu;2020-02-01 00:00:00;108;049;chemia
001560;bdb;0;Brak_opisu;2020-11-27 00:00:00;223;039;fizyka
001561;db;6;Brak_opisu;2020-01-06 00:00:00;394;060;j.angielski
001562;cel;1;Brak_opisu;2020-08-10 00:00:00;271;067;fizyka
001563;brak;2;Brak_opisu;2020-12-06 00:00:00;350;069;matematyka
001564;brak;0;Brak_opisu;2020-07-14 00:00:00;259;009;fizyka
001565;bdb;1;Brak_opisu;2020-04-02 00:00:00;279;090;matematyka
001566;brak;3;Brak_opisu;2020-04-10 00:00:00;137;082;j.niemiecki
001567;dop;8;Brak_opisu;2020-08-19 00:00:00;18;060;j.angielski
001568;bdb;0;Brak_opisu;2020-10-28 00:00:00;45;005;j.niemiecki
001569;db;8;Brak_opisu;2020-01-03 00:00:00;242;098;historia
001570;dop;5;Brak_opisu;2020-06-01 00:00:00;194;038;WOS
001571;db;8;Brak_opisu;2020-12-11 00:00:00;339;094;wf
001572;bdb;4;Brak_opisu;2020-11-19 00:00:00;353;052;j.niemiecki
001573;cel;8;Brak_opisu;2020-07-21 00:00:00;41;028;j.niemiecki
001574;db;7;Brak_opisu;2020-11-23 00:00:00;439;031;chemia
001575;dst;4;Brak_opisu;2020-03-21 00:00:00;77;009;fizyka
001576;dst;0;Brak_opisu;2020-12-04 00:00:00;65;061;j.angielski
001577;dop;2;Brak_opisu;2020-06-07 00:00:00;205;060;j.angielski
001578;brak;5;Brak_opisu;2020-01-28 00:00:00;248;007;wf
001579;brak;3;Brak_opisu;2020-12-24 00:00:00;307;057;historia
001580;cel;4;Brak_opisu;2020-02-02 00:00:00;142;070;wf
001581;bdb;3;Brak_opisu;2020-08-18 00:00:00;222;099;j.polski
001582;dst;4;Brak_opisu;2020-07-19 00:00:00;454;008;geografia
001583;cel;8;Brak_opisu;2020-03-09 00:00:00;281;070;wf
001584;dop;2;Brak_opisu;2020-06-25 00:00:00;312;082;j.niemiecki
001585;db;6;Brak_opisu;2020-05-04 00:00:00;250;057;historia
001586;dop;6;Brak_opisu;2020-02-18 00:00:00;454;063;j.niemiecki
001587;brak;0;Brak_opisu;2020-08-16 00:00:00;256;092;WOS
001588;bdb;1;Brak_opisu;2020-11-19 00:00:00;280;062;matematyka
001589;brak;0;Brak_opisu;2020-04-25 00:00:00;455;088;biologia
001590;brak;2;Brak_opisu;2020-11-05 00:00:00;194;013;fizyka
001591;brak;7;Brak_opisu;2020-03-25 00:00:00;326;059;fizyka
001592;ndst;2;Brak_opisu;2020-03-01 00:00:00;474;095;fizyka
001593;ndst;6;Brak_opisu;2020-09-28 00:00:00;392;046;j.niemiecki
001594;bdb;0;Brak_opisu;2020-06-13 00:00:00;270;025;wf
001595;bdb;7;Brak_opisu;2020-11-26 00:00:00;191;016;matematyka
001596;dop;2;Brak_opisu;2020-03-27 00:00:00;364;085;wf
001597;dst;0;Brak_opisu;2020-07-16 00:00:00;148;048;j.angielski
001598;cel;5;Brak_opisu;2020-10-22 00:00:00;111;093;j.angielski
001599;brak;7;Brak_opisu;2020-03-24 00:00:00;269;006;historia
001600;dop;0;Brak_opisu;2020-05-25 00:00:00;25;098;historia
001601;dop;2;Brak_opisu;2020-03-14 00:00:00;49;014;wf
001602;dop;6;Brak_opisu;2020-09-03 00:00:00;315;005;j.niemiecki
001603;dst;1;Brak_opisu;2020-11-11 00:00:00;127;063;j.niemiecki
001604;db;1;Brak_opisu;2020-02-26 00:00:00;247;034;j.niemiecki
001605;ndst;8;Brak_opisu;2020-07-21 00:00:00;161;097;historia
001606;bdb;0;Brak_opisu;2020-12-25 00:00:00;76;020;WOS
001607;brak;1;Brak_opisu;2020-12-09 00:00:00;159;065;biologia
001608;ndst;5;Brak_opisu;2020-02-06 00:00:00;138;074;j.niemiecki
001609;bdb;5;Brak_opisu;2020-10-12 00:00:00;286;003;j.angielski
001610;brak;5;Brak_opisu;2020-05-24 00:00:00;216;076;historia
001611;brak;8;Brak_opisu;2020-07-13 00:00:00;230;086;WOS
001612;ndst;5;Brak_opisu;2020-07-16 00:00:00;229;075;j.polski
001613;cel;5;Brak_opisu;2020-04-06 00:00:00;166;008;geografia
001614;ndst;7;Brak_opisu;2020-02-22 00:00:00;195;030;j.polski
001615;dop;9;Brak_opisu;2020-12-11 00:00:00;94;063;j.niemiecki
001616;ndst;9;Brak_opisu;2020-08-09 00:00:00;91;012;geografia
001617;dop;0;Brak_opisu;2020-03-08 00:00:00;457;003;j.angielski
001618;ndst;8;Brak_opisu;2020-07-14 00:00:00;314;075;j.polski
001619;dst;9;Brak_opisu;2020-11-03 00:00:00;445;069;matematyka
001620;dst;0;Brak_opisu;2020-08-12 00:00:00;172;099;j.polski
001621;brak;4;Brak_opisu;2020-11-27 00:00:00;282;001;matematyka
001622;bdb;5;Brak_opisu;2020-04-09 00:00:00;217;078;geografia
001623;bdb;3;Brak_opisu;2020-04-08 00:00:00;32;014;wf
001624;ndst;1;Brak_opisu;2020-06-08 00:00:00;16;046;j.niemiecki
001625;db;7;Brak_opisu;2020-07-25 00:00:00;392;048;j.angielski
001626;cel;3;Brak_opisu;2020-02-28 00:00:00;219;020;WOS
001627;ndst;5;Brak_opisu;2020-03-03 00:00:00;105;033;j.niemiecki
001628;ndst;0;Brak_opisu;2020-01-13 00:00:00;40;082;j.niemiecki
001629;brak;3;Brak_opisu;2020-08-09 00:00:00;265;013;fizyka
001630;ndst;2;Brak_opisu;2020-08-03 00:00:00;349;087;j.angielski
001631;cel;1;Brak_opisu;2020-09-02 00:00:00;274;072;geografia
001632;ndst;2;Brak_opisu;2020-05-12 00:00:00;20;021;geografia
001633;brak;8;Brak_opisu;2020-10-16 00:00:00;81;078;geografia
001634;bdb;9;Brak_opisu;2020-01-13 00:00:00;282;041;fizyka
001635;brak;2;Brak_opisu;2020-09-08 00:00:00;477;069;matematyka
001636;cel;4;Brak_opisu;2020-10-10 00:00:00;189;046;j.niemiecki
001637;dst;1;Brak_opisu;2020-12-01 00:00:00;120;063;j.niemiecki
001638;db;5;Brak_opisu;2020-01-08 00:00:00;347;022;historia
001639;bdb;8;Brak_opisu;2020-05-19 00:00:00;179;014;wf
001640;dop;2;Brak_opisu;2020-11-06 00:00:00;154;044;j.polski
001641;db;8;Brak_opisu;2020-08-28 00:00:00;46;097;historia
001642;cel;3;Brak_opisu;2020-04-25 00:00:00;236;030;j.polski
001643;cel;0;Brak_opisu;2020-07-19 00:00:00;252;044;j.polski
001644;cel;1;Brak_opisu;2020-12-17 00:00:00;338;036;chemia
001645;bdb;6;Brak_opisu;2020-02-24 00:00:00;33;058;geografia
001646;dst;0;Brak_opisu;2020-08-15 00:00:00;347;033;j.niemiecki
001647;dst;5;Brak_opisu;2020-10-08 00:00:00;479;019;j.angielski
001648;dop;6;Brak_opisu;2020-07-21 00:00:00;259;031;chemia
001649;bdb;0;Brak_opisu;2020-07-23 00:00:00;413;010;biologia
001650;brak;3;Brak_opisu;2020-05-18 00:00:00;262;054;biologia
001651;ndst;3;Brak_opisu;2020-03-06 00:00:00;257;042;matematyka
001652;cel;8;Brak_opisu;2020-05-18 00:00:00;254;028;j.niemiecki
001653;ndst;3;Brak_opisu;2020-03-21 00:00:00;8;093;j.angielski
001654;db;6;Brak_opisu;2020-08-03 00:00:00;174;047;geografia
001655;dst;2;Brak_opisu;2020-01-15 00:00:00;71;061;j.angielski
001656;cel;2;Brak_opisu;2020-02-21 00:00:00;316;077;j.polski
001657;bdb;6;Brak_opisu;2020-12-04 00:00:00;228;027;matematyka
001658;cel;1;Brak_opisu;2020-01-13 00:00:00;80;099;j.polski
001659;dst;0;Brak_opisu;2020-04-19 00:00:00;167;059;fizyka
001660;db;0;Brak_opisu;2020-08-19 00:00:00;264;031;chemia
001661;db;0;Brak_opisu;2020-04-15 00:00:00;142;100;WOS
001662;ndst;2;Brak_opisu;2020-12-14 00:00:00;116;055;biologia
001663;cel;9;Brak_opisu;2020-05-21 00:00:00;288;020;WOS
001664;ndst;7;Brak_opisu;2020-09-18 00:00:00;103;020;WOS
001665;db;0;Brak_opisu;2020-08-18 00:00:00;201;070;wf
001666;brak;2;Brak_opisu;2020-09-28 00:00:00;377;037;j.polski
001667;bdb;2;Brak_opisu;2020-09-02 00:00:00;179;041;fizyka
001668;db;8;Brak_opisu;2020-04-11 00:00:00;385;067;fizyka
001669;brak;7;Brak_opisu;2020-09-26 00:00:00;426;076;historia
001670;db;8;Brak_opisu;2020-09-15 00:00:00;418;019;j.angielski
001671;ndst;0;Brak_opisu;2020-01-11 00:00:00;341;098;historia
001672;cel;0;Brak_opisu;2020-06-23 00:00:00;318;033;j.niemiecki
001673;bdb;4;Brak_opisu;2020-03-28 00:00:00;273;011;wf
001674;bdb;5;Brak_opisu;2020-04-24 00:00:00;169;012;geografia
001675;db;0;Brak_opisu;2020-12-17 00:00:00;71;035;geografia
001676;ndst;0;Brak_opisu;2020-08-09 00:00:00;67;025;wf
001677;bdb;9;Brak_opisu;2020-01-17 00:00:00;215;092;WOS
001678;cel;8;Brak_opisu;2020-04-25 00:00:00;131;047;geografia
001679;brak;1;Brak_opisu;2020-06-17 00:00:00;59;030;j.polski
001680;ndst;7;Brak_opisu;2020-01-19 00:00:00;227;041;fizyka
001681;db;0;Brak_opisu;2020-05-14 00:00:00;316;028;j.niemiecki
001682;ndst;7;Brak_opisu;2020-12-11 00:00:00;325;026;chemia
001683;cel;9;Brak_opisu;2020-04-22 00:00:00;303;073;fizyka
001684;dop;3;Brak_opisu;2020-03-04 00:00:00;223;041;fizyka
001685;brak;8;Brak_opisu;2020-12-11 00:00:00;254;050;chemia
001686;db;3;Brak_opisu;2020-02-24 00:00:00;341;002;biologia
001687;brak;1;Brak_opisu;2020-10-09 00:00:00;453;050;chemia
001688;brak;7;Brak_opisu;2020-10-26 00:00:00;164;069;matematyka
001689;db;7;Brak_opisu;2020-09-08 00:00:00;251;050;chemia
001690;ndst;1;Brak_opisu;2020-01-11 00:00:00;2;092;WOS
001691;brak;2;Brak_opisu;2020-05-21 00:00:00;454;074;j.niemiecki
001692;ndst;9;Brak_opisu;2020-02-10 00:00:00;36;060;j.angielski
001693;cel;5;Brak_opisu;2020-07-05 00:00:00;163;020;WOS
001694;dop;3;Brak_opisu;2020-08-26 00:00:00;149;046;j.niemiecki
001695;db;9;Brak_opisu;2020-12-09 00:00:00;353;045;j.angielski
001696;brak;8;Brak_opisu;2020-10-22 00:00:00;273;065;biologia
001697;dst;8;Brak_opisu;2020-08-05 00:00:00;211;081;chemia
001698;cel;9;Brak_opisu;2020-02-07 00:00:00;299;032;historia
001699;dop;5;Brak_opisu;2020-03-22 00:00:00;365;007;wf
001700;dop;7;Brak_opisu;2020-02-05 00:00:00;122;046;j.niemiecki
001701;bdb;5;Brak_opisu;2020-02-05 00:00:00;123;087;j.angielski
001702;dst;5;Brak_opisu;2020-12-05 00:00:00;349;093;j.angielski
001703;brak;1;Brak_opisu;2020-06-14 00:00:00;416;057;historia
001704;dop;6;Brak_opisu;2020-08-14 00:00:00;459;090;matematyka
001705;dop;0;Brak_opisu;2020-12-22 00:00:00;99;043;geografia
001706;bdb;0;Brak_opisu;2020-05-27 00:00:00;183;033;j.niemiecki
001707;dst;7;Brak_opisu;2020-12-02 00:00:00;87;082;j.niemiecki
001708;brak;5;Brak_opisu;2020-08-05 00:00:00;241;035;geografia
001709;dop;1;Brak_opisu;2020-03-14 00:00:00;445;100;WOS
001710;brak;5;Brak_opisu;2020-01-07 00:00:00;374;033;j.niemiecki
001711;ndst;1;Brak_opisu;2020-02-17 00:00:00;467;033;j.niemiecki
001712;dst;8;Brak_opisu;2020-06-09 00:00:00;417;060;j.angielski
001713;ndst;1;Brak_opisu;2020-05-05 00:00:00;177;089;j.angielski
001714;db;5;Brak_opisu;2020-05-25 00:00:00;338;052;j.niemiecki
001715;dop;4;Brak_opisu;2020-03-28 00:00:00;8;058;geografia
001716;ndst;9;Brak_opisu;2020-10-22 00:00:00;438;088;biologia
001717;dst;8;Brak_opisu;2020-04-16 00:00:00;338;004;historia
001718;brak;0;Brak_opisu;2020-02-22 00:00:00;317;040;matematyka
001719;bdb;8;Brak_opisu;2020-10-25 00:00:00;221;007;wf
001720;brak;6;Brak_opisu;2020-07-10 00:00:00;28;032;historia
001721;db;5;Brak_opisu;2020-01-10 00:00:00;479;084;WOS
001722;cel;0;Brak_opisu;2020-01-18 00:00:00;156;079;j.niemiecki
001723;cel;6;Brak_opisu;2020-08-16 00:00:00;345;084;WOS
001724;bdb;7;Brak_opisu;2020-11-07 00:00:00;280;019;j.angielski
001725;brak;6;Brak_opisu;2020-12-28 00:00:00;11;068;geografia
001726;ndst;6;Brak_opisu;2020-12-08 00:00:00;148;024;j.polski
001727;bdb;4;Brak_opisu;2020-02-08 00:00:00;432;087;j.angielski
001728;brak;3;Brak_opisu;2020-02-09 00:00:00;164;084;WOS
001729;brak;7;Brak_opisu;2020-08-08 00:00:00;328;072;geografia
001730;ndst;6;Brak_opisu;2020-06-07 00:00:00;376;085;wf
001731;dop;7;Brak_opisu;2020-01-06 00:00:00;469;078;geografia
001732;dst;7;Brak_opisu;2020-08-24 00:00:00;13;042;matematyka
001733;brak;5;Brak_opisu;2020-05-14 00:00:00;47;069;matematyka
001734;dst;5;Brak_opisu;2020-12-22 00:00:00;234;007;wf
001735;dst;8;Brak_opisu;2020-08-25 00:00:00;338;087;j.angielski
001736;dop;9;Brak_opisu;2020-06-05 00:00:00;333;061;j.angielski
001737;dop;8;Brak_opisu;2020-04-19 00:00:00;170;040;matematyka
001738;dop;0;Brak_opisu;2020-08-07 00:00:00;453;038;WOS
001739;brak;1;Brak_opisu;2020-04-02 00:00:00;106;092;WOS
001740;dop;2;Brak_opisu;2020-09-10 00:00:00;468;027;matematyka
001741;cel;5;Brak_opisu;2020-07-07 00:00:00;222;090;matematyka
001742;bdb;5;Brak_opisu;2020-07-20 00:00:00;326;085;wf
001743;dop;9;Brak_opisu;2020-07-25 00:00:00;421;084;WOS
001744;dop;9;Brak_opisu;2020-12-10 00:00:00;438;091;chemia
001745;ndst;5;Brak_opisu;2020-11-18 00:00:00;218;040;matematyka
001746;dst;7;Brak_opisu;2020-09-21 00:00:00;329;028;j.niemiecki
001747;bdb;7;Brak_opisu;2020-05-02 00:00:00;42;017;historia
001748;db;9;Brak_opisu;2020-04-05 00:00:00;203;053;fizyka
001749;dop;7;Brak_opisu;2020-01-01 00:00:00;3;094;wf
001750;bdb;8;Brak_opisu;2020-05-15 00:00:00;296;096;biologia
001751;ndst;5;Brak_opisu;2020-08-14 00:00:00;171;042;matematyka
001752;dst;9;Brak_opisu;2020-05-28 00:00:00;138;004;historia
001753;bdb;9;Brak_opisu;2020-02-16 00:00:00;326;043;geografia
001754;db;3;Brak_opisu;2020-06-08 00:00:00;124;060;j.angielski
001755;brak;4;Brak_opisu;2020-04-28 00:00:00;390;061;j.angielski
001756;brak;6;Brak_opisu;2020-07-11 00:00:00;420;090;matematyka
001757;brak;3;Brak_opisu;2020-03-27 00:00:00;14;025;wf
001758;cel;4;Brak_opisu;2020-10-13 00:00:00;24;055;biologia
001759;bdb;6;Brak_opisu;2020-12-06 00:00:00;195;048;j.angielski
001760;ndst;4;Brak_opisu;2020-06-06 00:00:00;202;016;matematyka
001761;ndst;7;Brak_opisu;2020-02-06 00:00:00;199;025;wf
001762;db;3;Brak_opisu;2020-04-04 00:00:00;220;016;matematyka
001763;cel;5;Brak_opisu;2020-02-10 00:00:00;66;040;matematyka
001764;dst;3;Brak_opisu;2020-03-09 00:00:00;379;058;geografia
001765;dop;1;Brak_opisu;2020-11-24 00:00:00;264;086;WOS
001766;brak;5;Brak_opisu;2020-02-07 00:00:00;369;040;matematyka
001767;cel;6;Brak_opisu;2020-05-17 00:00:00;225;075;j.polski
001768;brak;0;Brak_opisu;2020-01-18 00:00:00;299;068;geografia
001769;db;0;Brak_opisu;2020-04-24 00:00:00;171;064;j.polski
001770;brak;3;Brak_opisu;2020-09-01 00:00:00;350;050;chemia
001771;dop;7;Brak_opisu;2020-07-28 00:00:00;363;031;chemia
001772;ndst;4;Brak_opisu;2020-03-04 00:00:00;5;059;fizyka
001773;dop;9;Brak_opisu;2020-01-09 00:00:00;377;060;j.angielski
001774;dop;5;Brak_opisu;2020-06-24 00:00:00;185;076;historia
001775;db;3;Brak_opisu;2020-03-25 00:00:00;315;034;j.niemiecki
001776;ndst;9;Brak_opisu;2020-12-10 00:00:00;210;081;chemia
001777;db;5;Brak_opisu;2020-10-14 00:00:00;312;060;j.angielski
001778;db;9;Brak_opisu;2020-03-02 00:00:00;85;024;j.polski
001779;db;7;Brak_opisu;2020-11-18 00:00:00;103;056;j.polski
001780;brak;1;Brak_opisu;2020-05-14 00:00:00;428;017;historia
001781;brak;5;Brak_opisu;2020-03-14 00:00:00;68;002;biologia
001782;brak;5;Brak_opisu;2020-05-01 00:00:00;204;076;historia
001783;dst;4;Brak_opisu;2020-04-04 00:00:00;158;010;biologia
001784;cel;9;Brak_opisu;2020-01-25 00:00:00;60;017;historia
001785;bdb;1;Brak_opisu;2020-04-03 00:00:00;413;031;chemia
001786;ndst;4;Brak_opisu;2020-09-08 00:00:00;113;025;wf
001787;cel;3;Brak_opisu;2020-07-19 00:00:00;210;054;biologia
001788;dst;7;Brak_opisu;2020-01-10 00:00:00;442;017;historia
001789;bdb;6;Brak_opisu;2020-05-23 00:00:00;81;089;j.angielski
001790;cel;0;Brak_opisu;2020-02-03 00:00:00;72;049;chemia
001791;dop;3;Brak_opisu;2020-07-08 00:00:00;233;089;j.angielski
001792;dop;5;Brak_opisu;2020-10-27 00:00:00;117;065;biologia
001793;dop;2;Brak_opisu;2020-03-20 00:00:00;428;084;WOS
001794;ndst;8;Brak_opisu;2020-02-04 00:00:00;332;038;WOS
001795;cel;1;Brak_opisu;2020-11-02 00:00:00;70;053;fizyka
001796;cel;9;Brak_opisu;2020-05-03 00:00:00;265;065;biologia
001797;db;6;Brak_opisu;2020-08-25 00:00:00;17;098;historia
001798;bdb;0;Brak_opisu;2020-04-20 00:00:00;190;047;geografia
001799;brak;7;Brak_opisu;2020-08-07 00:00:00;66;096;biologia
001800;db;4;Brak_opisu;2020-04-04 00:00:00;66;097;historia
001801;cel;4;Brak_opisu;2020-04-18 00:00:00;119;045;j.angielski
001802;dop;0;Brak_opisu;2020-12-07 00:00:00;135;016;matematyka
001803;ndst;9;Brak_opisu;2020-12-26 00:00:00;304;069;matematyka
001804;dst;7;Brak_opisu;2020-08-20 00:00:00;158;098;historia
001805;cel;1;Brak_opisu;2020-01-16 00:00:00;158;007;wf
001806;dst;1;Brak_opisu;2020-08-24 00:00:00;259;054;biologia
001807;dst;4;Brak_opisu;2020-02-03 00:00:00;421;077;j.polski
001808;dst;1;Brak_opisu;2020-08-21 00:00:00;124;026;chemia
001809;dop;0;Brak_opisu;2020-11-25 00:00:00;462;035;geografia
001810;cel;2;Brak_opisu;2020-10-24 00:00:00;478;011;wf
001811;brak;6;Brak_opisu;2020-11-13 00:00:00;268;019;j.angielski
001812;dst;3;Brak_opisu;2020-01-18 00:00:00;465;091;chemia
001813;db;7;Brak_opisu;2020-11-11 00:00:00;221;037;j.polski
001814;brak;1;Brak_opisu;2020-08-21 00:00:00;256;036;chemia
001815;cel;5;Brak_opisu;2020-07-26 00:00:00;418;100;WOS
001816;db;6;Brak_opisu;2020-08-01 00:00:00;300;093;j.angielski
001817;ndst;1;Brak_opisu;2020-07-18 00:00:00;437;064;j.polski
001818;ndst;8;Brak_opisu;2020-05-05 00:00:00;314;075;j.polski
001819;ndst;6;Brak_opisu;2020-09-25 00:00:00;126;021;geografia
001820;cel;2;Brak_opisu;2020-08-14 00:00:00;274;099;j.polski
001821;dop;9;Brak_opisu;2020-03-11 00:00:00;120;074;j.niemiecki
001822;ndst;0;Brak_opisu;2020-03-17 00:00:00;403;071;WOS
001823;ndst;1;Brak_opisu;2020-10-13 00:00:00;94;074;j.niemiecki
001824;bdb;8;Brak_opisu;2020-01-05 00:00:00;189;027;matematyka
001825;db;7;Brak_opisu;2020-02-24 00:00:00;277;078;geografia
001826;db;3;Brak_opisu;2020-01-18 00:00:00;17;043;geografia
001827;bdb;0;Brak_opisu;2020-03-03 00:00:00;426;033;j.niemiecki
001828;dop;5;Brak_opisu;2020-01-11 00:00:00;256;082;j.niemiecki
001829;bdb;9;Brak_opisu;2020-02-25 00:00:00;149;030;j.polski
001830;brak;9;Brak_opisu;2020-12-26 00:00:00;331;059;fizyka
001831;dop;6;Brak_opisu;2020-04-04 00:00:00;32;062;matematyka
001832;ndst;9;Brak_opisu;2020-03-27 00:00:00;380;083;geografia
001833;dop;1;Brak_opisu;2020-08-21 00:00:00;139;050;chemia
001834;brak;9;Brak_opisu;2020-10-11 00:00:00;55;028;j.niemiecki
001835;bdb;3;Brak_opisu;2020-07-06 00:00:00;16;063;j.niemiecki
001836;ndst;7;Brak_opisu;2020-06-12 00:00:00;367;042;matematyka
001837;dop;5;Brak_opisu;2020-04-04 00:00:00;207;013;fizyka
001838;dop;6;Brak_opisu;2020-09-09 00:00:00;471;026;chemia
